"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
30,"Assoc-voc,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","Mexico,","<=50K"
64,"7th-8th,","Widowed,","Other-service,","Female,","30,","Puerto-Rico,","<=50K"
31,"Some-college,","Married-civ-spouse,","Sales,","Female,","40,","United-States,","<=50K"
64,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","20,","United-States,","<=50K"
45,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
32,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","Jamaica,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
66,"10th,","Divorced,","?,","Female,","20,","United-States,","<=50K"
23,"Some-college,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
32,"12th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
49,"Assoc-voc,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
33,"Some-college,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
28,"Prof-school,","Never-married,","Prof-specialty,","Female,","85,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
41,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
34,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
25,"HS-grad,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Sales,","Female,","15,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Farming-fishing,","Male,","30,","?,","<=50K"
46,"9th,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
37,"1st-4th,","Married-civ-spouse,","Craft-repair,","Male,","40,","Cambodia,","<=50K"
41,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","56,","United-States,",">50K"
44,"HS-grad,","Never-married,","Adm-clerical,","Male,","50,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
54,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","99,","United-States,","<=50K"
58,"HS-grad,","Widowed,","?,","Female,","12,","United-States,","<=50K"
21,"Some-college,","Never-married,","Tech-support,","Female,","25,","Ecuador,","<=50K"
35,"Masters,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
35,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","80,","United-States,",">50K"
19,"Some-college,","Never-married,","Craft-repair,","Male,","20,","United-States,","<=50K"
48,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
56,"Some-college,","Married-civ-spouse,","?,","Male,","40,","Nicaragua,","<=50K"
65,"Some-college,","Widowed,","Craft-repair,","Female,","35,","United-States,","<=50K"
40,"Bachelors,","Separated,","Adm-clerical,","Male,","35,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
45,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
26,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
35,"Bachelors,","Divorced,","Exec-managerial,","Male,","50,","United-States,",">50K"
22,"Some-college,","Never-married,","Craft-repair,","Male,","48,","United-States,","<=50K"
37,"Assoc-voc,","Separated,","Prof-specialty,","Female,","38,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Craft-repair,","Male,","40,","Mexico,","<=50K"
64,"1st-4th,","Married-civ-spouse,","Transport-moving,","Male,","53,","?,","<=50K"
46,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","48,","United-States,",">50K"
30,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","27,","United-States,","<=50K"
63,"Assoc-acdm,","Divorced,","Exec-managerial,","Male,","40,","United-States,",">50K"
51,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
68,"7th-8th,","Married-civ-spouse,","Exec-managerial,","Male,","16,","United-States,","<=50K"
36,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","50,","Canada,","<=50K"
28,"Some-college,","Never-married,","Exec-managerial,","Male,","50,","United-States,","<=50K"
41,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
47,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
33,"Bachelors,","Never-married,","?,","Male,","80,","Philippines,","<=50K"
34,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
46,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
28,"Some-college,","Married-spouse-absent,","Adm-clerical,","Female,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","52,","United-States,",">50K"
18,"Some-college,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
33,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
51,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,",">50K"
56,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","35,","United-States,","<=50K"
54,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
29,"HS-grad,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
40,"Some-college,","Divorced,","Handlers-cleaners,","Female,","84,","United-States,","<=50K"
53,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","65,","United-States,",">50K"
22,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","35,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
28,"HS-grad,","Divorced,","Transport-moving,","Male,","50,","United-States,","<=50K"
63,"Some-college,","Married-civ-spouse,","Prof-specialty,","Female,","12,","United-States,","<=50K"
53,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","60,","Germany,",">50K"
37,"10th,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
50,"Some-college,","Divorced,","Exec-managerial,","Male,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
40,"Assoc-acdm,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,",">50K"
21,"Some-college,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
25,"Assoc-acdm,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","Jamaica,","<=50K"
20,"Some-college,","Never-married,","Craft-repair,","Female,","40,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
29,"Assoc-voc,","Never-married,","Exec-managerial,","Female,","50,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
42,"Masters,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
33,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","South,","<=50K"
27,"Some-college,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
22,"Some-college,","Never-married,","?,","Female,","40,","Iran,","<=50K"
29,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","38,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Exec-managerial,","Female,","20,","United-States,","<=50K"
35,"10th,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
31,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","Puerto-Rico,",">50K"
33,"HS-grad,","Never-married,","Craft-repair,","Male,","50,","United-States,","<=50K"
67,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
46,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","10,","United-States,","<=50K"
45,"9th,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","United-States,",">50K"
17,"11th,","Never-married,","Sales,","Male,","20,","United-States,","<=50K"
35,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","70,","United-States,",">50K"
48,"Bachelors,","Married-spouse-absent,","Exec-managerial,","Male,","40,","Jamaica,",">50K"
49,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
27,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","46,","Canada,","<=50K"
64,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","20,","United-States,","<=50K"
53,"Some-college,","Separated,","Craft-repair,","Male,","40,","United-States,","<=50K"
52,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","55,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
48,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","20,","United-States,",">50K"
30,"Some-college,","Never-married,","Craft-repair,","Male,","40,","Mexico,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","20,","United-States,","<=50K"
19,"Some-college,","Never-married,","?,","Male,","50,","United-States,","<=50K"
39,"HS-grad,","Never-married,","Prof-specialty,","Male,","50,","United-States,","<=50K"
28,"11th,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
17,"12th,","Never-married,","Sales,","Female,","10,","?,","<=50K"
54,"Bachelors,","Never-married,","Prof-specialty,","Female,","50,","United-States,","<=50K"
24,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
25,"11th,","Divorced,","Other-service,","Female,","12,","United-States,","<=50K"
48,"Some-college,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
24,"Bachelors,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","Taiwan,","<=50K"
47,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
45,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","?,",">50K"
19,"Some-college,","Never-married,","Adm-clerical,","Female,","25,","United-States,","<=50K"
52,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
52,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","?,","Female,","12,","South,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","28,","United-States,","<=50K"
43,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
24,"Assoc-acdm,","Divorced,","Other-service,","Female,","30,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
51,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
38,"9th,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Female,","10,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","50,","United-States,",">50K"
54,"Some-college,","Widowed,","Exec-managerial,","Female,","40,","United-States,","<=50K"
35,"Bachelors,","Never-married,","Other-service,","Male,","50,","United-States,","<=50K"
52,"11th,","Separated,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
56,"Some-college,","Widowed,","?,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
43,"Some-college,","Divorced,","Sales,","Female,","42,","United-States,","<=50K"
29,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","40,","Canada,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","65,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
58,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","Mexico,","<=50K"
64,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","18,","United-States,","<=50K"
53,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","32,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Adm-clerical,","Female,","30,","United-States,","<=50K"
40,"Assoc-acdm,","Divorced,","Exec-managerial,","Male,","30,","United-States,","<=50K"
52,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","40,","Iran,",">50K"
38,"Assoc-voc,","Never-married,","Tech-support,","Male,","50,","United-States,","<=50K"
40,"Some-college,","Divorced,","?,","Female,","30,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
56,"Masters,","Never-married,","?,","Female,","50,","United-States,",">50K"
68,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","55,","United-States,",">50K"
24,"HS-grad,","Never-married,","Sales,","Male,","38,","United-States,","<=50K"
40,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
43,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","99,","United-States,",">50K"
38,"Bachelors,","Never-married,","Exec-managerial,","Female,","70,","United-States,","<=50K"
45,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
18,"11th,","Never-married,","Machine-op-inspct,","Male,","55,","United-States,","<=50K"
57,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
49,"HS-grad,","Separated,","Other-service,","Female,","35,","United-States,","<=50K"
25,"Some-college,","Never-married,","Exec-managerial,","Female,","40,","Yugoslavia,","<=50K"
52,"Some-college,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
56,"10th,","Divorced,","Craft-repair,","Male,","56,","United-States,","<=50K"
26,"Some-college,","Never-married,","Sales,","Male,","48,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Craft-repair,","Female,","40,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","30,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
48,"7th-8th,","Married-civ-spouse,","Craft-repair,","Male,","40,","Italy,","<=50K"
33,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","60,","Canada,","<=50K"
31,"HS-grad,","Divorced,","Protective-serv,","Male,","40,","United-States,","<=50K"
26,"HS-grad,","Divorced,","Farming-fishing,","Male,","65,","United-States,","<=50K"
37,"Bachelors,","Never-married,","Prof-specialty,","Male,","38,","United-States,","<=50K"
29,"Some-college,","Divorced,","?,","Female,","30,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
28,"Some-college,","Married-civ-spouse,","Sales,","Male,","60,","?,","<=50K"
49,"HS-grad,","Widowed,","Adm-clerical,","Female,","20,","United-States,","<=50K"
73,"10th,","Never-married,","?,","Male,","4,","United-States,","<=50K"
49,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
51,"Some-college,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
40,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
24,"Assoc-voc,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
18,"12th,","Never-married,","Sales,","Male,","24,","United-States,","<=50K"
41,"10th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
64,"10th,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
50,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
53,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","36,","United-States,",">50K"
21,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Married-civ-spouse,","Other-service,","Male,","25,","United-States,","<=50K"
37,"Bachelors,","Divorced,","Exec-managerial,","Female,","45,","United-States,",">50K"
39,"Prof-school,","Never-married,","Prof-specialty,","Male,","55,","United-States,",">50K"
30,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","India,","<=50K"
25,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
26,"Some-college,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
43,"Bachelors,","Never-married,","Sales,","Male,","50,","United-States,","<=50K"
59,"HS-grad,","Widowed,","Adm-clerical,","Female,","60,","United-States,","<=50K"
27,"HS-grad,","Married-spouse-absent,","Adm-clerical,","Female,","40,","Jamaica,","<=50K"
55,"10th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
20,"Some-college,","Never-married,","Other-service,","Male,","12,","Canada,","<=50K"
25,"Assoc-voc,","Never-married,","Prof-specialty,","Female,","36,","Canada,","<=50K"
28,"Assoc-acdm,","Separated,","Other-service,","Male,","40,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Sales,","Male,","50,","United-States,","<=50K"
60,"11th,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
37,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","50,","United-States,",">50K"
25,"11th,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
27,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
50,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
41,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","70,","United-States,","<=50K"
46,"7th-8th,","Married-civ-spouse,","Craft-repair,","Male,","47,","United-States,","<=50K"
35,"Assoc-voc,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
